"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"908117121380388864","","","2017-09-13 23:56:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @dhigasiyama: 中世都市研究会編『「宗教都市」奈良を考える』（山川出版社、２０１７年）に「天文一揆と都市奈良」という文章を掲載していただきました。中世都市研究会２０１６年奈良大会での報告がもとになったものです。天文一揆による都市被害と奈良の復興を考えてみたもの…","907960438444326912","715563836","2017-09-13 13:33:32 +0000","https://twitter.com/dhigasiyama/status/907960438444326912/photo/1"
"907807611054993408","907773594201088000","456597006","2017-09-13 03:26:15 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@shun_lh68 赤松氏による京都での将軍足利義教の殺害を「嘉吉の変」、赤松氏帰国後の幕府による討伐戦を「嘉吉の乱」という使い分けの例がありますね。","","","",""
"907760508534538240","","","2017-09-13 00:19:05 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @tp_harvest: 『石見の山城』 まもなく発刊！
『出雲の山城』に続き、『石見の山城』を制作中です。
石見地方は銀山をめぐる攻防の戦地として、数多くの山城がつくられました。激しい戦いの跡が、今も数々の「遺構」として残っています。
津和野城や浜田城についても掲載。ご…","907470776261001216","4197633252","2017-09-12 05:07:47 +0000","https://twitter.com/tp_harvest/status/907470776261001216/photo/1,https://twitter.com/tp_harvest/status/907470776261001216/photo/1"
"907446793406791680","906062119409336320","533834018","2017-09-12 03:32:29 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@truetrueno111 そうだったんですか！そういう方が1人でも増えれば嬉しいと思いつつブログを書いてますので、ありがたいです。宝林寺の円心館にあった解説テープ音声が実に25分に及ぶ大作で、とても印象に残っています。","","","",""
"905938064769400832","","","2017-09-07 23:37:20 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","赤松の五社八幡宮、僕も訪れたことがあります。
https://t.co/p4L5kP3bWx
これだけ大勢が描かれながら赤松氏の武将が1人もいないのが、寂しかったですね。このシリーズ（？）とは別の絵馬には、赤松弾正氏範と長山遠江守の一騎討ちが描かれていましたが。 https://t.co/9VS8QMpojO","","","","http://amago.hatenablog.com/entry/2013/04/30/203948,https://twitter.com/truetrueno111/status/905768950172024832"
"905361400620433409","","","2017-09-06 09:25:53 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @buqimingri: ブログ更新「今川攻めで徳川が武田を利用した可能性」 https://t.co/33E8kbkMUv","905347586848022528","591777423","2017-09-06 08:30:59 +0000","http://www.rek.jp/084,http://www.rek.jp/084"
"905205436516753408","","","2017-09-05 23:06:08 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @akaoni18akuemon: 赤井直正が「丹波の赤鬼」と呼ばれるに至った経緯を漫画にしました。
#赤井直正  #荻野直正 #黒井城 #明智光秀 https://t.co/2JKm27pSPm","905071364914135040","559468413","2017-09-05 14:13:23 +0000","https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1,https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1,https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1,https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1,https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1,https://twitter.com/akaoni18akuemon/status/905071364914135040/photo/1"
"904915257365110784","","","2017-09-05 03:53:04 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @OtaniUnivMuseum: 【2017年度秋季企画展】実習生展
「外交文書が語る「石山」合戦と本願寺」は、本願寺と織田信長との11年にわたる「石山」合戦を紹介する展示です。
 江戸時代の軍記物『石山合戦記』を中心に本願寺と家臣の書状や武田信玄の朱印状などを紹介して…","904891835008430080","791097248398516224","2017-09-05 02:20:00 +0000","https://twitter.com/OtaniUnivMuseum/status/904891835008430080/photo/1"
"903404894928855040","","","2017-08-31 23:51:26 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @truetrueno111: 信長や光秀記載、細川藤孝の書状　勝龍寺城主時代、京都で発見（京都新聞）　戦国武将の細川藤孝（幽斎）が勝龍寺城主…｜ｄメニューニュース（NTTドコモ） https://t.co/oD0tDyi5fN","903401818209656838","533834018","2017-08-31 23:39:12 +0000","https://www.google.co.jp/amp/s/topics.smt.docomo.ne.jp/amp/article/kyoto_np/region/kyoto_np-20170901000022,https://www.google.co.jp/amp/s/topics.smt.docomo.ne.jp/amp/article/kyoto_np/region/kyoto_np-20170901000022"
"902739752905875456","","","2017-08-30 03:48:23 +0000","<a href=""http://www.hatena.ne.jp/guide/twitter"" rel=""nofollow"">Hatena</a>","コラム扱いですが""足利義維(木下昌規)""ってありますね！期待！ / “戎光祥出版株式会社 / 室町幕府将軍列伝” https://t.co/tIWWdcBHZK","","","","http://htn.to/UfZThxfZcA"
"902736268768944133","","","2017-08-30 03:34:33 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @nekonoizumi: 目次あり。「日本史上類を見ない、強烈な個性の将軍たち!!頻発する将軍の暗殺、更迭、京都からの追放。…」
⇒榎原雅治・清水克行編
『室町幕府将軍列伝』戎光祥出版 https://t.co/jyE8nKudV1
amazon https://t.c…","902519914589589506","106144957","2017-08-29 13:14:50 +0000","http://www.ebisukosyo.co.jp/products/detail.php?product_id=365,http://www.ebisukosyo.co.jp/products/detail.php?product_id=365,https://www.amazon.co.jp/dp/4864032475"
"902735981865877504","","","2017-08-30 03:33:24 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @umoretakojo: 今回の『廃城をゆく 5 』では、「織豊期の山城とは～中世城郭から近世城郭へのミッシングリンク～」という一文を執筆させていただきました。中世城郭がどのように近世城郭へと進化したのか、「織豊城郭」という観点から考察しました。私としては結構チャレンジ…","902496413665320960","1974920064","2017-08-29 11:41:27 +0000","https://twitter.com/umoretakojo/status/902496413665320960/photo/1"
"902735174068199424","","","2017-08-30 03:30:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fumiji_nakamura: 一見味方に見えるものをあてにせず、自分の直属軍を育てる。 歴史に学ぶ仕事術　ー ふみじの人生訓ー　 : 歴史に学ぶ仕事術　織田信長に学ぶ「直属軍の大切さ」（信長シリーズ②） https://t.co/o4i6ztSLdL","902727764251336704","832126805309992960","2017-08-30 03:00:45 +0000","http://blog.livedoor.jp/tadashi_nakamur/archives/3256087.html,http://blog.livedoor.jp/tadashi_nakamur/archives/3256087.html"
"902368213433851904","","","2017-08-29 03:12:01 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @fumiji_nakamura: 努力と準備を積み重ね「万軍の先頭に立つ男」、信長。 歴史に学ぶ仕事術　ー ふみじの人生訓ー　 : 歴史に学ぶ仕事術　織田信長に学ぶ「勉学・修練の重要性」（信長シリーズ①） https://t.co/15SVqlDBT0","902365412276310018","832126805309992960","2017-08-29 03:00:54 +0000","http://blog.livedoor.jp/tadashi_nakamur/archives/3262232.html,http://blog.livedoor.jp/tadashi_nakamur/archives/3262232.html"
"900928437459615744","","","2017-08-25 03:50:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @sengoku_YM: 【宮下動静】次巻の表紙です。反目ゆえか信頼ゆえか互いに背を向ける両将。毎度の如く完成時は顔付近をズームした構図となります。 https://t.co/Pz6ImUfyu1","900746719813435392","361778777","2017-08-24 15:48:47 +0000","https://twitter.com/sengoku_YM/status/900746719813435392/photo/1,https://twitter.com/sengoku_YM/status/900746719813435392/photo/1"
"894708069325602816","","","2017-08-07 23:53:21 +0000","<a href=""http://www.hatena.ne.jp/guide/twitter"" rel=""nofollow"">Hatena</a>","京都の白峯神宮（旧飛鳥井家邸宅跡）について追記しました。 #はてなブログ
大内義興が帰国に至った背景―在京中に起きた「安芸国人一揆」と「有田合戦」の関係、遣明船の永代管掌権を獲得した件…
https://t.co/9x3MK0JraU https://t.co/FDwu52O9tI","","","","http://amago.hatenablog.com/entry/2017/04/07/193507,https://twitter.com/holy_sengoku/status/894708069325602816/photo/1"
"885642639000780800","","","2017-07-13 23:30:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ebisukosyo: 【出張販売情報】7月16日（日）に駒澤大学で行われます、戦国史研究会主催のシンポジウム「戦国期における大名と「国衆」」で出張販売をさせていただきます。シンポジウムも含め、たくさんの方のご来場をお待ちしております。　https://t.co/Jwi…","884698365690134530","497614281","2017-07-11 08:58:21 +0000","http://www.sengokushi-kenkyukai.jp/,https://twitter.com/ebisukosyo/status/884698365690134530/photo/1"
"879639502196584448","","","2017-06-27 09:56:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","僕も似たような感想を持ちましたけど、因幡でも鹿野だけは亀井さん贔屓なので、割と尼子に好意的なのではと思いました。幸盛寺もありますし。 https://t.co/oTelLnAK03","","","","https://twitter.com/tikugokanri/status/879274551791591424"
"873277217966399488","","","2017-06-09 20:34:48 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @dhigasiyama: 京都新聞で取材いただいたことが記事となったようです。https://t.co/M2mkhS6TUs室町時代京都の町通に関することです。","873145051190222850","715563836","2017-06-09 11:49:37 +0000","http://www.kyoto-np.co.jp/top/article/20170609000061,http://www.kyoto-np.co.jp/top/article/20170609000061"
"870480641908891648","","","2017-06-02 03:22:12 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @info_history1: 【転送大歓迎】本年９月３０日（土）に「赤松春日部家と丹波春日部荘」と題して講演をします。詳細はこちらです。https://t.co/X1j4lNxPeJ","870458754491334656","791121022443323392","2017-06-02 01:55:14 +0000","http://www.tanba-mori.or.jp/event20170601_03.html,http://www.tanba-mori.or.jp/event20170601_03.html"
"870479225689481218","","","2017-06-02 03:16:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @saki_Historic: 1428年6月2日、朝倉教景の生誕日。斯波義敏の偏諱を受けて朝倉敏景と名乗った後、長禄合戦で甲斐常治方に与して斯波義敏と対立すると朝倉教景に戻し、いつの間にか朝倉孝景になっていた「天下一の極悪人」と称えられた人物。","870478026160525313","2675518242","2017-06-02 03:11:48 +0000",""
"870478991299297280","","","2017-06-02 03:15:38 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @yamamoto_zombie: 本日「続日本100名城」に選出された芥川山城・飯盛城を、三好研究で知られる天野忠幸氏（天理大学）がご紹介します。NHKラジオ第1関西『関西ラジオワイド』16:05〜18:00　https://t.co/hx28Jsguwk
#続日本10…","870449861648236545","52309742","2017-06-02 01:19:53 +0000","http://www.nhk.or.jp/osaka/program/radiowide/,http://www.nhk.or.jp/osaka/program/radiowide/"
"870115168981626880","","","2017-06-01 03:09:56 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @rootin902: 但馬国新温泉町の城郭集成：３６城跡の研究結果集　初の全域調査で完成　／兵庫 - 毎日新聞 https://t.co/nR64z6SOnT","870039114766209028","430505365","2017-05-31 22:07:44 +0000","https://mainichi.jp/articles/20170531/ddl/k28/040/363000c,https://mainichi.jp/articles/20170531/ddl/k28/040/363000c"
"867688133709541376","","","2017-05-25 10:25:46 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ebisukosyo: 『新刊案内』天野忠幸著『荒木村重』（シリーズ実像に迫る010。A5判・並製・104頁。定価1,500円＋税）が刷り上がって参りました。https://t.co/wr3Soze2if　どうぞよろしくお願いいたします。","867603164903514112","497614281","2017-05-25 04:48:08 +0000","http://www.ebisukosyo.co.jp/products/detail.php?product_id=342,http://www.ebisukosyo.co.jp/products/detail.php?product_id=342"
"866866416741371905","","","2017-05-23 04:00:34 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KOREMUNE8: 版元のHPに掲載されましたので宣伝。日本史史料研究会編『日本史のまめまめしい知識』第2巻（岩田書院、2017年）が刊行。不肖私も執筆陣の末席を汚しております。今回もマニアックなテーマばかりです。是非ご購入をよろしくお願い申し上げます→https:/…","866818300751118338","282933647","2017-05-23 00:49:22 +0000","http://www.iwata-shoin.co.jp"
"865353273154207744","","","2017-05-18 23:47:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @imagawasan_p_c: 「号外」発行！ 本日、臨済寺門前にて配布します。
https://t.co/EidNDzGQ5k https://t.co/ylqmsQHbQ9","865337048479088640","3064659666","2017-05-18 22:43:24 +0000","http://imagawasan.com/?p=1898,https://twitter.com/imagawasan_p_c/status/865337048479088640/photo/1,http://imagawasan.com/?p=1898,https://twitter.com/imagawasan_p_c/status/865337048479088640/photo/1"
"864316438894395392","","","2017-05-16 03:07:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @eikyo_kantoushi: 更新しました！ 永享の乱以降の関東史 : 第一回 永享の乱 https://t.co/ED9FCuf8G6 https://t.co/wNCuiRjyO7","864289846914719745","864283274562220032","2017-05-16 01:22:11 +0000","http://blog.livedoor.jp/rekishi_-kanto/archives/1.html,https://twitter.com/eikyo_kantoushi/status/864289846914719745/photo/1,http://blog.livedoor.jp/rekishi_-kanto/archives/1.html,https://twitter.com/eikyo_kantoushi/status/864289846914719745/photo/1"
"862960851438915584","","","2017-05-12 09:21:14 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @EBIlvLEC: もうご覧になったかもしれませんが、一応こんな記事がありましたということで。
戦国外交の真相に迫り、異例のヒットを記録。――戦国史における一大事件の真相（Book Bang）- Yahoo!ニュース https://t.co/iUiw3vIOCl @Y…","862954874769555460","2428896241","2017-05-12 08:57:29 +0000","https://headlines.yahoo.co.jp/article?a=20170509-00529643-bookbang-soci,https://headlines.yahoo.co.jp/article?a=20170509-00529643-bookbang-soci"
"860331599174352899","","","2017-05-05 03:13:32 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @digirekiten: なお，アンケートにお答えいただいた方には，ささやかですが，特製さいころキットを差し上げます．いや，そんなにたいそうなものではないのですが，はさみで切って組み立てると，デジタル展案内６人衆のさいころのできあがり．うわさの？ハタケヤマジャーもそろっ…","859956428403908609","812171161429676032","2017-05-04 02:22:44 +0000","https://twitter.com/digirekiten/status/859956428403908609/photo/1"
"860118025248231424","","","2017-05-04 13:04:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @dokudamiY: 前田利長墓所の案内看板ですが、「日本最高武将之墓」という中国語の表記に笑う https://t.co/TTwzpd13q2","860113993603534850","224919520","2017-05-04 12:48:50 +0000","https://twitter.com/dokudamiY/status/860113993603534850/photo/1,https://twitter.com/dokudamiY/status/860113993603534850/photo/1"
"859434805204631552","859434019678601216","3499249578","2017-05-02 15:49:59 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","そして「内藤貞虎」でWebを検索して唯一この書状について言及され、その背景の政治状況を考察されていたのが、戦国大名池田勝正研究所さんのこちらの記事でした。とても勉強になります。 https://t.co/Ctq6hxcYZA","","","","http://ike-katsu.blogspot.jp/2011_11_01_archive.html"
"859434019678601216","","","2017-05-02 15:46:52 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","この貞虎から荻悪右（いわゆる赤井直正）宛の書状には「仍於京表、始三人衆被失利故、御屋形至播州御下向之条」などとあり、内藤宗勝を討ち取り反三好方の河内畠山氏ともやり取りしていた荻悪が、永禄12年頃には御屋形、つまり細川六郎ともども三好三人衆方であったかもしれない、興味深い内容です。 https://t.co/qpmqh5l5PR","","","","https://twitter.com/holy_sengoku/status/859428220671672320"
"859428220671672320","859345916297334784","761782889079984128","2017-05-02 15:23:49 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bngtdys 2014年発刊ですが「高山右近」なんて直球タイトルなので僕も最近まで全く気付いてなくて、たまたま書店で手にとって見たら「丹波内藤氏」とあり気がかりだった貞虎書状に触れられていたので、思わず興奮してしまいました。","","","",""
"859343876124884993","859312472334811136","761782889079984128","2017-05-02 09:48:40 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","@bngtdys 福島先生で丹波といえば、中西裕樹編『高山右近』にも「丹波内藤氏と内藤如安」を書かれていて、国貞の戦死後に松永甚介（内藤宗勝）が後見した千勝が甚介の実子という説の検討、本国寺の変後の細川六郎の動向に触れた内藤貞虎から荻野悪右衛門宛書状の解説など、興味深い内容が含まれていましたよ。","","","",""
"858887131837513728","858689610745921537","3499249578","2017-05-01 03:33:44 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","守護職補任や将軍の偏諱授与は行き当たりばったりにも感じられますが、その時幕府では誰が発言力を持ち、そこにどんな意思が込められているのかは注意深く見る必要があると思います。従来の家格からは考えられないような待遇の変化であれば、尚更そうではないかと。尼子「義」久というのも異例ですよね","","","",""
"858689610745921537","858687723141349381","3499249578","2017-04-30 14:28:51 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","晴元は出家後も自重せず、翌年には将軍も再び晴元支持に傾いてしまうわけですが、この天文21年が幕府において政権交代の時期にあったことは間違いないと思います。尼子氏への異例の「八ヶ国守護職補任」もその影響によるものではないか、というのは川岡勉先生からの受け売りですけども。","","","",""
"858687723141349381","","","2017-04-30 14:21:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","この件は以前もツイートしましたが、尼子晴久のいわゆる「八ヶ国守護職補任」に至った天文21年は、少なくとも表向きは将軍義藤（義輝）と三好長慶は敵対関係にはないはずです。義藤の帰京に伴い細川晴元は出家、旧高国系の細川氏綱が正式に京兆家家督と認められ、長慶は御供衆に任じられています。 https://t.co/kY2VS7KEhc","","","","https://twitter.com/vanillap739/status/857808109175136257"
"857796644460314624","","","2017-04-28 03:20:31 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FukuiHistory: 朝倉氏滅亡5カ月前の書状発見　朝倉義景、浅井氏らと「反織田信長」連携（福井新聞ＯＮＬＩＮＥ） - Yahoo!ニュース https://t.co/h9BrdXIG3N @YahooNewsTopics","857749184023109634","311786785","2017-04-28 00:11:56 +0000","https://headlines.yahoo.co.jp/hl?a=20170428-00010001-fukui-l18,https://headlines.yahoo.co.jp/hl?a=20170428-00010001-fukui-l18"
"857793997175087105","","","2017-04-28 03:10:00 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @yamamoto_zombie: 朝倉氏滅亡５カ月前、義景出陣の書状発見　遺跡資料館　福井 https://t.co/wDAFmk7yxN","857784124727115776","52309742","2017-04-28 02:30:46 +0000","http://www.sankei.com/region/news/170428/rgn1704280026-n1.html,http://www.sankei.com/region/news/170428/rgn1704280026-n1.html"
